"County","County Number","Legislative District","Precinct Number","Polling Location","Address","City","State","Zip Code","Polling Hours","County Auditor Phone"
"Slope","44","39","01","Slope County Courthouse","206 S Main St","Amidon","ND","58620"," 9:00AM-7:00PM","(701) 879-6276 Ext. "
"Slope","44","39","02","Pierce Congregational Church","13001 73rd St SW","Scranton","ND","58653"," 9:00AM-7:00PM","(701) 879-6276 Ext. "
"Slope","44","39","02","Slope County Courthouse","206 S Main St","Amidon","ND","58620"," 9:00AM-7:00PM","(701) 879-6276 Ext. "
"Slope","44","39","03","Marmarth Community Center","911 Main St ","Marmarth","ND","58643"," 9:00AM-7:00PM","(701) 879-6276 Ext. "
"Slope","44","39","03","Pierce Congregational Church","13001 73rd St SW","Scranton","ND","58653"," 9:00AM-7:00PM","(701) 879-6276 Ext. "
"Slope","44","39","03","Slope County Courthouse","206 S Main St","Amidon","ND","58620"," 9:00AM-7:00PM","(701) 879-6276 Ext. "
"Stark","45","36","02","Biesiot Activites Center (BAC)","398 State Ave N","Dickinson","ND","58601"," 8:00AM-7:00PM MT","(701) 456-7630 Ext. "
"Stark","45","36","02","Prairie Hills Mall","1681 3rd Ave W","Dickinson","ND","58601"," 8:00AM-7:00PM MT","(701) 456-7630 Ext. "
"Stark","45","36","02","Stark County Family & Ag Resource Campus, Dakota Room","2680 Empire Road, Door C","Dickinson","ND","58601"," 8:00AM-7:00PM MT","(701) 456-7630 Ext. "
"Stark","45","36","03","Biesiot Activites Center (BAC)","398 State Ave N","Dickinson","ND","58601"," 8:00AM-7:00PM MT","(701) 456-7630 Ext. "
"Stark","45","36","03","Prairie Hills Mall","1681 3rd Ave W","Dickinson","ND","58601"," 8:00AM-7:00PM MT","(701) 456-7630 Ext. "
"Stark","45","36","03","Stark County Family & Ag Resource Campus, Dakota Room","2680 Empire Road, Door C","Dickinson","ND","58601"," 8:00AM-7:00PM MT","(701) 456-7630 Ext. "
"Stark","45","36","04","Biesiot Activites Center (BAC)","398 State Ave N","Dickinson","ND","58601"," 8:00AM-7:00PM MT","(701) 456-7630 Ext. "
"Stark","45","36","04","Prairie Hills Mall","1681 3rd Ave W","Dickinson","ND","58601"," 8:00AM-7:00PM MT","(701) 456-7630 Ext. "
"Stark","45","36","04","Stark County Family & Ag Resource Campus, Dakota Room","2680 Empire Road, Door C","Dickinson","ND","58601"," 8:00AM-7:00PM MT","(701) 456-7630 Ext. "
"Stark","45","37","01","Biesiot Activites Center (BAC)","398 State Ave N","Dickinson","ND","58601"," 8:00AM-7:00PM MT","(701) 456-7630 Ext. "
"Stark","45","37","01","Prairie Hills Mall","1681 3rd Ave W","Dickinson","ND","58601"," 8:00AM-7:00PM MT","(701) 456-7630 Ext. "
"Stark","45","37","01","Stark County Family & Ag Resource Campus, Dakota Room","2680 Empire Road, Door C","Dickinson","ND","58601"," 8:00AM-7:00PM MT","(701) 456-7630 Ext. "
"Towner","48","15","01"," Cando Armory","408 5th Ave","Cando","ND","58324"," 8:00AM-7:00PM","(701) 968-4340 Ext. 1"
"Towner","48","15","02"," Cando Armory","408 5th Ave","Cando","ND","58324"," 8:00AM-7:00PM","(701) 968-4340 Ext. 1"
"Towner","48","15","03"," Cando Armory","408 5th Ave","Cando","ND","58324"," 8:00AM-7:00PM","(701) 968-4340 Ext. 1"
"Traill","49","20","01","Mayville Armory","332 Center Ave S","Mayille ","ND","58257"," 7:00AM-7:00PM","(701) 636-4458 Ext. "
"Traill","49","20","02","Mayville Armory","332 Center Ave S","Mayille ","ND","58257"," 7:00AM-7:00PM","(701) 636-4458 Ext. "
"Traill","49","20","03","Mayville Armory","332 Center Ave S","Mayille ","ND","58257"," 7:00AM-7:00PM","(701) 636-4458 Ext. "
"Traill","49","20","04","Mayville Armory","332 Center Ave S","Mayille ","ND","58257"," 7:00AM-7:00PM","(701) 636-4458 Ext. "
"Traill","49","20","05","Mayville Armory","332 Center Ave S","Mayille ","ND","58257"," 7:00AM-7:00PM","(701) 636-4458 Ext. "
"Traill","49","20","06","Mayville Armory","332 Center Ave S","Mayille ","ND","58257"," 7:00AM-7:00PM","(701) 636-4458 Ext. "
"Traill","49","20","07","Mayville Armory","332 Center Ave S","Mayille ","ND","58257"," 7:00AM-7:00PM","(701) 636-4458 Ext. "
"Traill","49","20","08","Mayville Armory","332 Center Ave S","Mayille ","ND","58257"," 7:00AM-7:00PM","(701) 636-4458 Ext. "
"Traill","49","20","09","Mayville Armory","332 Center Ave S","Mayille ","ND","58257"," 7:00AM-7:00PM","(701) 636-4458 Ext. "
"Traill","49","20","10","Mayville Armory","332 Center Ave S","Mayille ","ND","58257"," 7:00AM-7:00PM","(701) 636-4458 Ext. "
"Traill","49","20","11","Mayville Armory","332 Center Ave S","Mayille ","ND","58257"," 7:00AM-7:00PM","(701) 636-4458 Ext. "
"Traill","49","20","12","Mayville Armory","332 Center Ave S","Mayille ","ND","58257"," 7:00AM-7:00PM","(701) 636-4458 Ext. "
"Ward","51","04","06","Minot Muncipal Auditorium - Room 201","420 3rd Ave SW","Minot","ND","58701"," 10:00AM-6:00PM, 10:00AM-6:00PM, 10:00AM-6:00PM, 10:00AM-6:00PM, 10:00AM-6:00PM, 10:00AM-6:00PM","(701) 857-6420 Ext. "
"Ward","51","04","07","Minot Muncipal Auditorium - Room 201","420 3rd Ave SW","Minot","ND","58701"," 10:00AM-6:00PM, 10:00AM-6:00PM, 10:00AM-6:00PM, 10:00AM-6:00PM, 10:00AM-6:00PM, 10:00AM-6:00PM","(701) 857-6420 Ext. "
"Wells","52","14","01","Festival Hall (Wells County Fairgrounds)","604 Hwy 15","Fessenden","ND","58438"," 8:00AM-7:00PM","(701) 547-3521 Ext. "
"Wells","52","14","01","Harvey City Hall","120 West 8th Street","Harvey","ND","58341"," 8:00AM-7:00PM","(701) 547-3521 Ext. "
"Williams","53","02","62","Tioga Community Center","510 NE 6th St","Tioga","ND","58852"," 8:00AM-7:00PM","(701) 577-4500 Ext. "
"Williams","53","02","62","Williston ARC","822 18th St E","Williston","ND","58801"," 8:00AM-7:00PM","(701) 577-4500 Ext. "
"Williams","53","02","63","Tioga Community Center","510 NE 6th St","Tioga","ND","58852"," 8:00AM-7:00PM","(701) 577-4500 Ext. "
"Williams","53","02","63","Williston ARC","822 18th St E","Williston","ND","58801"," 8:00AM-7:00PM","(701) 577-4500 Ext. "
"Williams","53","02","64","Tioga Community Center","510 NE 6th St","Tioga","ND","58852"," 8:00AM-7:00PM","(701) 577-4500 Ext. "
"Williams","53","02","64","Williston ARC","822 18th St E","Williston","ND","58801"," 8:00AM-7:00PM","(701) 577-4500 Ext. "
"Williams","53","02","65","Tioga Community Center","510 NE 6th St","Tioga","ND","58852"," 8:00AM-7:00PM","(701) 577-4500 Ext. "
"Williams","53","02","65","Wildrose Fire Hall","412 Main St","Wildrose","ND","58795"," 8:00AM-7:00PM","(701) 577-4500 Ext. "
"Williams","53","02","65","Williston ARC","822 18th St E","Williston","ND","58801"," 8:00AM-7:00PM","(701) 577-4500 Ext. "
"Williams","53","02","67","Tioga Community Center","510 NE 6th St","Tioga","ND","58852"," 8:00AM-7:00PM","(701) 577-4500 Ext. "
"Williams","53","02","67","Williston ARC","822 18th St E","Williston","ND","58801"," 8:00AM-7:00PM","(701) 577-4500 Ext. "
